config,bit_size,type,VIT_FIRST,VIT_MIDDLE,VIT_LAST,QFORMER_FIRST,QFORMER_MIDDLE,QFORMER_LAST,LLM_FIRST,LLM_MIDDLE,LLM_LAST,METEOR,CIDEr,quantized_size,compression_ratio
1007,5,ATTENTION,1,1,1,1,1,1,1,1,0,0.2471998820019974,1.0730299176968154,95838413312,0.7997880906209444
784,6,BOTH,0,0,0,0,1,0,1,1,1,0.2487031638276537,1.1110803426870386,54133600256,0.4517542318468523
864,5,MLP,1,1,1,1,1,1,1,1,1,0.0249105318323768,0.0021021272331236,56293779584,0.4697813009565579
1277,4,ATTENTION,0,0,0,0,0,0,1,0,0,0.2785208443350772,1.2852764152502318,112486858752,0.9387222395713982
909,5,MLP,0,0,0,0,0,0,0,1,0,0.2743707308523559,1.2586827080323737,104254602752,0.8700226432382605
859,5,MLP,1,0,1,0,0,0,0,0,0,0.1930567993263047,0.5665579654511652,107678800640,0.8985981652665335
1471,3,MLP,0,0,0,0,0,0,0,0,1,0.0124464122695902,0.0003044539931748,103100887552,0.860394690885539
815,6,BOTH,0,0,0,1,1,1,0,1,0,0.2796888107334777,1.289288594381176,96593675264,0.8060908818883901
17,16,MLP,1,1,0,0,0,0,1,1,1,0.2785208443350772,1.2852764152502318,85779091456,0.7158413145619503
1106,5,BOTH,0,0,0,1,1,1,1,0,1,0.1452294040167662,0.2172992599813664,74460094976,0.6213823364796109
58,16,MLP,1,1,1,1,1,1,1,1,1,0.2785208443350772,1.2852764152502318,82178807808,0.6857963264927751
1309,4,BOTH,0,1,0,1,1,1,1,1,1,0.0,0.0,39361521152,0.328478683631882
1174,4,MLP,1,1,1,1,1,1,1,1,1,0.0,0.0,53940595200,0.45014357136235633
1123,4,MLP,0,1,0,1,1,1,1,1,1,0.0,0.0,66541587968,0.5553010296044698
242,16,BOTH,0,0,0,0,1,1,1,1,1,0.2785271331383665,1.2852207375047249,79250063360,0.6613554488839497
697,6,ATTENTION,1,1,1,1,1,0,1,1,1,0.2668637851561833,1.192339322050029,89472580608,0.7466641186393773
637,6,MLP,0,0,0,1,1,1,1,1,0,0.2528776604602209,1.1255468642962605,91196644352,0.7610517279733677
588,6,MLP,1,1,1,0,0,0,0,0,0,0.2483844758969919,1.0891186992901516,102278375168,0.8535306831627706
669,6,ATTENTION,1,1,0,0,0,0,0,0,0,0.2682770062739645,1.2148294819834442,114465368064,0.955233241060632
98,16,ATTENTION,1,0,0,0,0,0,1,1,1,0.2785208443350772,1.2852764152502318,104752160768,0.8741748507074544
168,16,ATTENTION,0,0,0,1,1,1,0,0,1,0.2785208443350772,1.2852764152502318,114760351744,0.9576949307530885
575,6,MLP,1,1,0,0,0,0,1,1,1,0.2302223528039124,0.9755706542717394,64497424896,0.5382421361631693
